Src_NodeID, Dest_NodeID, Weight, B1, B2, B3
904, 903, 6, 1, 1, 1
5993, 5994, 20, 0, 1, 1
5994, 5993, 20, 0, 1, 1
8019, 8020, 1, 0, 1, 1
8020, 8019, 1, 0, 1, 1
7243, 7244, 14, 0, 1, 0
7244, 7243, 14, 0, 1, 0
960, 961, 7, 1, 1, 0
961, 960, 7, 1, 1, 0
2421, 2422, 14, 1, 1, 0
2422, 2421, 14, 1, 1, 0
4515, 4516, 16, 0, 1, 1
4516, 4515, 16, 0, 1, 1
8390, 8391, 4, 0, 1, 0
8391, 8390, 4, 0, 1, 0
8515, 8516, 6, 1, 1, 0
8516, 8515, 6, 1, 1, 0
1166, 2910, 9, 0, 1, 0
2910, 1166, 9, 0, 1, 0
7539, 7540, 15, 0, 1, 1
7540, 7539, 15, 0, 1, 1
5830, 5831, 13, 1, 1, 1
5831, 5830, 13, 1, 1, 1
3376, 3377, 19, 0, 1, 0
3377, 3376, 19, 0, 1, 0
2186, 2187, 4, 1, 1, 1
2187, 2186, 4, 1, 1, 1
4319, 4320, 5, 1, 1, 1
4320, 4319, 5, 1, 1, 1
9760, 9761, 7, 0, 1, 0
9761, 9760, 7, 0, 1, 0
4731, 4732, 1, 0, 1, 1
4732, 4731, 1, 0, 1, 1
3369, 3370, 5, 1, 1, 0
3370, 3369, 5, 1, 1, 0
3681, 3682, 11, 1, 1, 0
3682, 3681, 11, 1, 1, 0
2561, 2562, 6, 1, 1, 0
2562, 2561, 6, 1, 1, 0
7129, 7130, 11, 1, 1, 1
7130, 7129, 11, 1, 1, 1
8690, 8691, 8, 1, 1, 0
8691, 8690, 8, 1, 1, 0
5483, 5484, 13, 0, 1, 1
5484, 5483, 13, 0, 1, 1
7110, 7111, 16, 1, 1, 1
7111, 7110, 16, 1, 1, 1
7819, 7820, 8, 1, 1, 1
7820, 7819, 8, 1, 1, 1
3990, 3991, 10, 0, 1, 1
3991, 3990, 10, 0, 1, 1
9529, 9530, 13, 1, 1, 1
9530, 9529, 13, 1, 1, 1
1859, 1860, 7, 1, 1, 0
1860, 1859, 7, 1, 1, 0
7464, 7465, 11, 0, 1, 0
7465, 7464, 11, 0, 1, 0
4473, 4474, 2, 0, 1, 0
4474, 4473, 2, 0, 1, 0
7257, 7258, 7, 1, 1, 1
7258, 7257, 7, 1, 1, 1
984, 985, 20, 1, 1, 1
985, 984, 20, 1, 1, 1
6420, 6421, 11, 0, 1, 1
6421, 6420, 11, 0, 1, 1
1727, 1728, 1, 0, 1, 1
1728, 1727, 1, 0, 1, 1
2330, 2331, 4, 0, 1, 0
2331, 2330, 4, 0, 1, 0
826, 827, 1, 0, 1, 0
827, 826, 1, 0, 1, 0
7449, 9368, 19, 0, 1, 0
9368, 7449, 19, 0, 1, 0
7726, 7727, 8, 1, 1, 0
7727, 7726, 8, 1, 1, 0
7324, 7325, 16, 0, 1, 0
7325, 7324, 16, 0, 1, 0
6400, 6401, 11, 0, 1, 0
6401, 6400, 11, 0, 1, 0
9905, 9906, 16, 0, 1, 0
9906, 9905, 16, 0, 1, 0
2438, 2439, 10, 0, 1, 1
2439, 2438, 10, 0, 1, 1
6324, 6325, 11, 0, 1, 1
6325, 6324, 11, 0, 1, 1
3730, 3731, 18, 1, 1, 0
3731, 3730, 18, 1, 1, 0
6312, 6313, 9, 0, 1, 1
6313, 6312, 9, 0, 1, 1
1020, 1021, 19, 1, 1, 1
1021, 1020, 19, 1, 1, 1
1374, 3755, 2, 0, 1, 1
3755, 1374, 2, 0, 1, 1
7860, 7861, 16, 1, 1, 0
7861, 7860, 16, 1, 1, 0
6675, 5272, 26, 1, 1, 0
5272, 6675, 26, 1, 1, 0
932, 933, 11, 1, 1, 0
933, 932, 11, 1, 1, 0
5102, 5103, 20, 0, 1, 1
5103, 5102, 20, 0, 1, 1
7253, 7254, 4, 1, 1, 1
7254, 7253, 4, 1, 1, 1
8558, 8842, 44, 0, 1, 0
8842, 8558, 44, 0, 1, 0
5199, 5200, 8, 0, 1, 1
5200, 5199, 8, 0, 1, 1
2499, 2500, 9, 0, 1, 1
2500, 2499, 9, 0, 1, 1
4549, 5204, 42, 0, 1, 0
5204, 4549, 42, 0, 1, 0
2097, 2098, 18, 0, 1, 1
2098, 2097, 18, 0, 1, 1
4901, 4902, 18, 0, 1, 0
4902, 4901, 18, 0, 1, 0
6038, 6039, 13, 1, 1, 1
6039, 6038, 13, 1, 1, 1
5617, 5618, 12, 0, 1, 0
5618, 5617, 12, 0, 1, 0
3930, 3931, 5, 1, 1, 1
3931, 3930, 5, 1, 1, 1
32, 33, 16, 1, 1, 1
33, 32, 16, 1, 1, 1
5615, 5616, 12, 1, 1, 1
5616, 5615, 12, 1, 1, 1
4102, 4103, 17, 0, 1, 1
4103, 4102, 17, 0, 1, 1
6736, 6737, 8, 1, 1, 1
6737, 6736, 8, 1, 1, 1
271, 272, 19, 1, 1, 0
272, 271, 19, 1, 1, 0
7491, 7492, 8, 0, 1, 1
7492, 7491, 8, 0, 1, 1
178, 179, 14, 0, 1, 1
179, 178, 14, 0, 1, 1
8850, 6010, 15, 0, 1, 1
6010, 8850, 15, 0, 1, 1
6334, 6335, 18, 1, 1, 1
6335, 6334, 18, 1, 1, 1
3816, 3817, 16, 0, 1, 1
3817, 3816, 16, 0, 1, 1
2994, 2995, 14, 0, 1, 0
2995, 2994, 14, 0, 1, 0
6734, 6735, 18, 0, 1, 0
6735, 6734, 18, 0, 1, 0
5646, 5647, 13, 1, 1, 1
5647, 5646, 13, 1, 1, 1
5152, 4111, 44, 1, 1, 0
4111, 5152, 44, 1, 1, 0
5129, 5130, 3, 1, 1, 0
5130, 5129, 3, 1, 1, 0
1010, 1011, 14, 1, 1, 0
1011, 1010, 14, 1, 1, 0
747, 748, 11, 0, 1, 0
748, 747, 11, 0, 1, 0
1289, 1290, 12, 1, 1, 1
1290, 1289, 12, 1, 1, 1
5781, 5782, 1, 1, 1, 1
5782, 5781, 1, 1, 1, 1
7310, 7311, 19, 1, 1, 0
7311, 7310, 19, 1, 1, 0
9978, 9979, 15, 1, 1, 0
9979, 9978, 15, 1, 1, 0
8140, 8141, 12, 1, 1, 1
8141, 8140, 12, 1, 1, 1
910, 911, 6, 1, 1, 1
911, 910, 6, 1, 1, 1
3107, 3108, 9, 1, 1, 1
3108, 3107, 9, 1, 1, 1
1738, 1739, 12, 0, 1, 1
1739, 1738, 12, 0, 1, 1
829, 7893, 43, 0, 1, 0
7893, 829, 43, 0, 1, 0
5212, 5213, 2, 0, 1, 0
5213, 5212, 2, 0, 1, 0
4111, 9283, 36, 1, 1, 1
9283, 4111, 36, 1, 1, 1
3827, 3828, 5, 0, 1, 0
3828, 3827, 5, 0, 1, 0
7719, 7720, 2, 1, 1, 1
7720, 7719, 2, 1, 1, 1
4745, 4746, 7, 1, 1, 0
4746, 4745, 7, 1, 1, 0
1279, 1280, 11, 0, 1, 1
1280, 1279, 11, 0, 1, 1
9980, 9981, 13, 0, 1, 1
9981, 9980, 13, 0, 1, 1
1919, 1920, 16, 0, 1, 1
1920, 1919, 16, 0, 1, 1
6611, 6612, 5, 1, 1, 1
6612, 6611, 5, 1, 1, 1
1491, 1492, 18, 1, 1, 0
1492, 1491, 18, 1, 1, 0
1172, 7152, 31, 1, 1, 1
7152, 1172, 31, 1, 1, 1
7920, 7921, 14, 0, 1, 0
7921, 7920, 14, 0, 1, 0
9869, 9870, 4, 1, 1, 1
9870, 9869, 4, 1, 1, 1
2747, 2748, 17, 1, 1, 0
2748, 2747, 17, 1, 1, 0
1868, 545, 6, 1, 1, 1
545, 1868, 6, 1, 1, 1
9100, 9101, 18, 1, 1, 1
9101, 9100, 18, 1, 1, 1
7642, 7643, 12, 1, 1, 1
7643, 7642, 12, 1, 1, 1
8329, 8330, 13, 1, 1, 0
8330, 8329, 13, 1, 1, 0
5465, 5466, 18, 0, 1, 1
5466, 5465, 18, 0, 1, 1
1015, 1016, 13, 1, 1, 1
1016, 1015, 13, 1, 1, 1
3392, 1563, 48, 1, 1, 0
1563, 3392, 48, 1, 1, 0
9024, 9025, 15, 1, 1, 0
9025, 9024, 15, 1, 1, 0
5238, 5239, 4, 0, 1, 1
5239, 5238, 4, 0, 1, 1
6513, 6514, 2, 1, 1, 0
6514, 6513, 2, 1, 1, 0
2491, 2492, 18, 1, 1, 1
2492, 2491, 18, 1, 1, 1
7201, 7202, 6, 0, 1, 1
7202, 7201, 6, 0, 1, 1
7338, 7339, 5, 0, 1, 0
7339, 7338, 5, 0, 1, 0
155, 156, 11, 1, 1, 0
156, 155, 11, 1, 1, 0
8820, 8821, 7, 1, 1, 1
8821, 8820, 7, 1, 1, 1
579, 580, 16, 0, 1, 1
580, 579, 16, 0, 1, 1
1735, 1736, 8, 1, 1, 0
1736, 1735, 8, 1, 1, 0
5820, 5821, 20, 0, 1, 0
5821, 5820, 20, 0, 1, 0
2713, 2714, 4, 0, 1, 0
2714, 2713, 4, 0, 1, 0
8616, 8617, 13, 0, 1, 1
8617, 8616, 13, 0, 1, 1
6907, 6908, 18, 1, 1, 1
6908, 6907, 18, 1, 1, 1
683, 684, 4, 0, 1, 1
684, 683, 4, 0, 1, 1
916, 917, 4, 1, 1, 0
917, 916, 4, 1, 1, 0
7700, 7701, 19, 1, 1, 1
7701, 7700, 19, 1, 1, 1
35, 36, 7, 1, 1, 0
36, 35, 7, 1, 1, 0
7149, 7150, 14, 1, 1, 0
7150, 7149, 14, 1, 1, 0
274, 6781, 6, 0, 1, 1
6781, 274, 6, 0, 1, 1
8446, 8447, 9, 1, 1, 1
8447, 8446, 9, 1, 1, 1
9745, 9746, 19, 0, 1, 1
9746, 9745, 19, 0, 1, 1
8706, 8707, 16, 0, 1, 0
8707, 8706, 16, 0, 1, 0
7801, 7802, 10, 0, 1, 1
7802, 7801, 10, 0, 1, 1
2829, 2830, 13, 0, 1, 0
2830, 2829, 13, 0, 1, 0
8780, 8781, 6, 0, 1, 1
8781, 8780, 6, 0, 1, 1
1281, 1282, 14, 1, 1, 1
1282, 1281, 14, 1, 1, 1
9864, 9865, 18, 0, 1, 0
9865, 9864, 18, 0, 1, 0
2991, 2992, 15, 1, 1, 1
2992, 2991, 15, 1, 1, 1
7447, 5529, 21, 1, 1, 0
5529, 7447, 21, 1, 1, 0
370, 371, 5, 1, 1, 1
371, 370, 5, 1, 1, 1
5357, 5358, 13, 1, 1, 0
5358, 5357, 13, 1, 1, 0
803, 804, 20, 0, 1, 0
804, 803, 20, 0, 1, 0
9092, 9093, 4, 0, 1, 0
9093, 9092, 4, 0, 1, 0
717, 718, 11, 1, 1, 0
718, 717, 11, 1, 1, 0
2794, 2992, 15, 0, 1, 1
2992, 2794, 15, 0, 1, 1
8763, 8764, 18, 1, 1, 1
8764, 8763, 18, 1, 1, 1
6593, 4390, 15, 1, 1, 1
4390, 6593, 15, 1, 1, 1
3795, 3796, 18, 0, 1, 0
3796, 3795, 18, 0, 1, 0
8229, 8230, 8, 1, 1, 1
8230, 8229, 8, 1, 1, 1
190, 191, 17, 1, 1, 0
191, 190, 17, 1, 1, 0
7246, 6275, 48, 1, 1, 1
6275, 7246, 48, 1, 1, 1
8436, 8437, 15, 0, 1, 0
8437, 8436, 15, 0, 1, 0
5871, 5872, 5, 1, 1, 1
5872, 5871, 5, 1, 1, 1
9240, 9241, 17, 0, 1, 1
9241, 9240, 17, 0, 1, 1
1111, 1112, 11, 0, 1, 0
1112, 1111, 11, 0, 1, 0
4923, 4924, 19, 0, 1, 1
4924, 4923, 19, 0, 1, 1
4799, 4800, 10, 1, 1, 1
4800, 4799, 10, 1, 1, 1
6910, 849, 20, 0, 1, 0
849, 6910, 20, 0, 1, 0
4268, 4269, 15, 0, 1, 1
4269, 4268, 15, 0, 1, 1
1666, 4881, 28, 0, 1, 0
4881, 1666, 28, 0, 1, 0
2035, 2036, 12, 0, 1, 1
2036, 2035, 12, 0, 1, 1
8809, 8810, 13, 0, 1, 0
8810, 8809, 13, 0, 1, 0
542, 2643, 50, 1, 1, 1
2643, 542, 50, 1, 1, 1
1561, 1562, 19, 1, 1, 0
1562, 1561, 19, 1, 1, 0
8419, 8420, 3, 0, 1, 1
8420, 8419, 3, 0, 1, 1
1179, 1180, 6, 1, 1, 1
1180, 1179, 6, 1, 1, 1
9253, 7962, 9, 1, 1, 1
7962, 9253, 9, 1, 1, 1
6247, 6248, 19, 0, 1, 0
6248, 6247, 19, 0, 1, 0
2683, 2684, 14, 0, 1, 1
2684, 2683, 14, 0, 1, 1
6598, 6599, 7, 1, 1, 0
6599, 6598, 7, 1, 1, 0
7172, 7173, 8, 1, 1, 1
7173, 7172, 8, 1, 1, 1
979, 980, 11, 0, 1, 0
980, 979, 11, 0, 1, 0
7404, 7405, 9, 1, 1, 1
7405, 7404, 9, 1, 1, 1
3225, 3226, 16, 1, 1, 1
3226, 3225, 16, 1, 1, 1
2117, 2118, 2, 1, 1, 0
2118, 2117, 2, 1, 1, 0
9941, 9942, 17, 1, 1, 0
9942, 9941, 17, 1, 1, 0
4585, 4586, 12, 1, 1, 1
4586, 4585, 12, 1, 1, 1
1966, 1967, 9, 0, 1, 0
1967, 1966, 9, 0, 1, 0
5161, 5162, 6, 0, 1, 0
5162, 5161, 6, 0, 1, 0
2181, 2182, 3, 1, 1, 1
2182, 2181, 3, 1, 1, 1
3868, 3869, 11, 1, 1, 1
3869, 3868, 11, 1, 1, 1
8734, 8735, 3, 0, 1, 0
8735, 8734, 3, 0, 1, 0
7252, 7253, 9, 1, 1, 1
7253, 7252, 9, 1, 1, 1
9735, 9736, 6, 1, 1, 1
9736, 9735, 6, 1, 1, 1
6184, 6185, 9, 0, 1, 1
6185, 6184, 9, 0, 1, 1
1902, 1903, 12, 1, 1, 0
1903, 1902, 12, 1, 1, 0
7345, 7346, 20, 0, 1, 1
7346, 7345, 20, 0, 1, 1
7992, 7086, 28, 1, 1, 0
7086, 7992, 28, 1, 1, 0
4435, 4436, 6, 0, 1, 0
4436, 4435, 6, 0, 1, 0
8047, 8048, 13, 0, 1, 0
8048, 8047, 13, 0, 1, 0
3468, 3469, 16, 0, 1, 0
3469, 3468, 16, 0, 1, 0
836, 837, 20, 1, 1, 1
837, 836, 20, 1, 1, 1
9512, 9513, 10, 0, 1, 0
9513, 9512, 10, 0, 1, 0
1167, 8838, 49, 0, 1, 1
8838, 1167, 49, 0, 1, 1
4512, 4513, 11, 1, 1, 1
4513, 4512, 11, 1, 1, 1
5781, 5780, 1, 1, 1, 1
5780, 5781, 1, 1, 1, 1
4916, 4917, 5, 0, 1, 0
4917, 4916, 5, 0, 1, 0
2120, 2121, 20, 1, 1, 1
2121, 2120, 20, 1, 1, 1
5596, 5597, 6, 0, 1, 1
5597, 5596, 6, 0, 1, 1
970, 971, 12, 0, 1, 0
971, 970, 12, 0, 1, 0
7626, 7627, 20, 1, 1, 0
7627, 7626, 20, 1, 1, 0
7026, 7027, 20, 1, 1, 0
7027, 7026, 20, 1, 1, 0
7794, 7795, 20, 1, 1, 1
7795, 7794, 20, 1, 1, 1
2672, 2673, 16, 1, 1, 0
2673, 2672, 16, 1, 1, 0
222, 223, 7, 0, 1, 0
223, 222, 7, 0, 1, 0
9621, 9622, 9, 0, 1, 1
9622, 9621, 9, 0, 1, 1
8926, 8927, 13, 1, 1, 1
8927, 8926, 13, 1, 1, 1
9934, 4660, 11, 1, 1, 1
4660, 9934, 11, 1, 1, 1
2601, 2602, 14, 0, 1, 1
2602, 2601, 14, 0, 1, 1
3954, 3955, 13, 0, 1, 1
3955, 3954, 13, 0, 1, 1
6469, 6470, 19, 0, 1, 1
6470, 6469, 19, 0, 1, 1
8185, 8186, 2, 1, 1, 1
8186, 8185, 2, 1, 1, 1
1270, 1271, 11, 1, 1, 1
1271, 1270, 11, 1, 1, 1
6851, 6852, 3, 0, 1, 1
6852, 6851, 3, 0, 1, 1
3457, 1477, 8, 0, 1, 1
1477, 3457, 8, 0, 1, 1
7770, 7771, 20, 1, 1, 1
7771, 7770, 20, 1, 1, 1
3753, 3754, 1, 0, 1, 1
3754, 3753, 1, 0, 1, 1
815, 816, 17, 0, 1, 1
816, 815, 17, 0, 1, 1
8440, 8441, 4, 1, 1, 0
8441, 8440, 4, 1, 1, 0
2481, 2482, 2, 0, 1, 0
2482, 2481, 2, 0, 1, 0
2691, 2692, 11, 1, 1, 0
2692, 2691, 11, 1, 1, 0
1631, 1632, 1, 1, 1, 1
1632, 1631, 1, 1, 1, 1
8384, 8385, 13, 0, 1, 0
8385, 8384, 13, 0, 1, 0
9528, 9529, 8, 1, 1, 1
9529, 9528, 8, 1, 1, 1
6995, 6996, 7, 1, 1, 0
6996, 6995, 7, 1, 1, 0
205, 206, 14, 1, 1, 1
206, 205, 14, 1, 1, 1
3313, 8689, 16, 0, 1, 0
8689, 3313, 16, 0, 1, 0
67, 68, 15, 1, 1, 0
68, 67, 15, 1, 1, 0
5232, 5233, 16, 1, 1, 0
5233, 5232, 16, 1, 1, 0
4328, 4329, 14, 0, 1, 0
4329, 4328, 14, 0, 1, 0
720, 721, 20, 1, 1, 0
721, 720, 20, 1, 1, 0
9523, 9524, 9, 1, 1, 0
9524, 9523, 9, 1, 1, 0
7597, 7598, 19, 1, 1, 1
7598, 7597, 19, 1, 1, 1
6832, 6833, 4, 1, 1, 1
6833, 6832, 4, 1, 1, 1
5906, 5907, 14, 0, 1, 0
5907, 5906, 14, 0, 1, 0
6373, 6374, 19, 1, 1, 1
6374, 6373, 19, 1, 1, 1
1609, 1610, 19, 1, 1, 1
1610, 1609, 19, 1, 1, 1
7473, 7474, 3, 1, 1, 1
7474, 7473, 3, 1, 1, 1
7433, 7434, 8, 1, 1, 0
7434, 7433, 8, 1, 1, 0
8481, 8482, 3, 1, 1, 0
8482, 8481, 3, 1, 1, 0
3808, 3809, 15, 1, 1, 0
3809, 3808, 15, 1, 1, 0
4699, 4700, 9, 1, 1, 1
4700, 4699, 9, 1, 1, 1
9222, 4698, 35, 0, 1, 1
4698, 9222, 35, 0, 1, 1
4852, 4853, 5, 1, 1, 1
4853, 4852, 5, 1, 1, 1
9996, 9997, 18, 0, 1, 1
9997, 9996, 18, 0, 1, 1
3688, 3689, 4, 1, 1, 0
3689, 3688, 4, 1, 1, 0
3208, 3209, 1, 1, 1, 0
3209, 3208, 1, 1, 1, 0
2387, 2388, 15, 1, 1, 0
2388, 2387, 15, 1, 1, 0
5930, 5931, 17, 1, 1, 1
5931, 5930, 17, 1, 1, 1
2808, 2809, 9, 0, 1, 0
2809, 2808, 9, 0, 1, 0
1136, 1137, 8, 1, 1, 0
1137, 1136, 8, 1, 1, 0
1117, 1118, 15, 1, 1, 0
1118, 1117, 15, 1, 1, 0
8020, 8021, 10, 1, 1, 0
8021, 8020, 10, 1, 1, 0
3382, 3383, 6, 1, 1, 0
3383, 3382, 6, 1, 1, 0
5850, 5851, 1, 0, 1, 1
5851, 5850, 1, 0, 1, 1
342, 343, 13, 1, 1, 1
343, 342, 13, 1, 1, 1
4676, 4677, 8, 0, 1, 0
4677, 4676, 8, 0, 1, 0
5718, 5719, 8, 1, 1, 1
5719, 5718, 8, 1, 1, 1
9580, 9581, 6, 1, 1, 0
9581, 9580, 6, 1, 1, 0
376, 377, 20, 1, 1, 0
377, 376, 20, 1, 1, 0
6401, 6402, 17, 0, 1, 0
6402, 6401, 17, 0, 1, 0
6083, 6084, 9, 0, 1, 1
6084, 6083, 9, 0, 1, 1
665, 666, 17, 1, 1, 0
666, 665, 17, 1, 1, 0
9222, 9223, 14, 1, 1, 0
9223, 9222, 14, 1, 1, 0
3311, 3312, 12, 1, 1, 0
3312, 3311, 12, 1, 1, 0
6471, 6472, 7, 0, 1, 0
6472, 6471, 7, 0, 1, 0
2406, 2407, 6, 0, 1, 0
2407, 2406, 6, 0, 1, 0
1854, 1855, 9, 0, 1, 1
1855, 1854, 9, 0, 1, 1
1920, 1921, 16, 0, 1, 0
1921, 1920, 16, 0, 1, 0
3718, 3719, 12, 1, 1, 0
3719, 3718, 12, 1, 1, 0
5679, 5680, 8, 0, 1, 0
5680, 5679, 8, 0, 1, 0
4660, 4661, 7, 0, 1, 0
4661, 4660, 7, 0, 1, 0
716, 4691, 20, 0, 1, 1
4691, 716, 20, 0, 1, 1
6361, 6362, 19, 0, 1, 1
6362, 6361, 19, 0, 1, 1
2235, 2236, 12, 0, 1, 0
2236, 2235, 12, 0, 1, 0
1309, 5352, 38, 1, 1, 1
5352, 1309, 38, 1, 1, 1
8123, 8124, 1, 1, 1, 1
8124, 8123, 1, 1, 1, 1
5318, 5319, 13, 1, 1, 1
5319, 5318, 13, 1, 1, 1
1751, 1752, 14, 1, 1, 0
1752, 1751, 14, 1, 1, 0
1346, 1347, 4, 1, 1, 0
1347, 1346, 4, 1, 1, 0
9253, 9254, 5, 0, 1, 0
9254, 9253, 5, 0, 1, 0
8364, 8365, 2, 1, 1, 1
8365, 8364, 2, 1, 1, 1
7323, 7324, 7, 0, 1, 0
7324, 7323, 7, 0, 1, 0
4782, 4783, 17, 1, 1, 0
4783, 4782, 17, 1, 1, 0
2654, 2655, 1, 1, 1, 1
2655, 2654, 1, 1, 1, 1
9709, 9710, 16, 0, 1, 0
9710, 9709, 16, 0, 1, 0
8860, 8861, 11, 0, 1, 1
8861, 8860, 11, 0, 1, 1
1015, 542, 50, 0, 1, 0
542, 1015, 50, 0, 1, 0
6890, 6891, 19, 0, 1, 0
6891, 6890, 19, 0, 1, 0
1730, 1731, 13, 1, 1, 0
1731, 1730, 13, 1, 1, 0
1863, 1864, 5, 0, 1, 0
1864, 1863, 5, 0, 1, 0
8219, 8220, 7, 1, 1, 1
8220, 8219, 7, 1, 1, 1
119, 120, 13, 0, 1, 1
120, 119, 13, 0, 1, 1
6460, 6461, 14, 0, 1, 1
6461, 6460, 14, 0, 1, 1
8800, 8801, 13, 0, 1, 0
8801, 8800, 13, 0, 1, 0
1541, 1542, 19, 1, 1, 1
1542, 1541, 19, 1, 1, 1
1022, 1023, 20, 1, 1, 1
1023, 1022, 20, 1, 1, 1
6447, 2682, 17, 1, 1, 1
2682, 6447, 17, 1, 1, 1
1846, 1847, 11, 0, 1, 0
1847, 1846, 11, 0, 1, 0
1670, 3721, 46, 0, 1, 1
3721, 1670, 46, 0, 1, 1
2061, 2062, 20, 1, 1, 0
2062, 2061, 20, 1, 1, 0
7666, 7667, 10, 0, 1, 1
7667, 7666, 10, 0, 1, 1
9576, 9577, 4, 0, 1, 0
9577, 9576, 4, 0, 1, 0
4560, 4561, 3, 1, 1, 0
4561, 4560, 3, 1, 1, 0
6353, 1907, 42, 0, 1, 0
1907, 6353, 42, 0, 1, 0
7608, 7609, 20, 0, 1, 1
7609, 7608, 20, 0, 1, 1
6322, 6323, 16, 0, 1, 0
6323, 6322, 16, 0, 1, 0
1307, 1308, 20, 1, 1, 0
1308, 1307, 20, 1, 1, 0
986, 987, 16, 1, 1, 0
987, 986, 16, 1, 1, 0
5016, 5017, 20, 1, 1, 1
5017, 5016, 20, 1, 1, 1
3805, 9293, 29, 0, 1, 1
9293, 3805, 29, 0, 1, 1
2811, 2812, 5, 0, 1, 0
2812, 2811, 5, 0, 1, 0
5680, 5681, 13, 1, 1, 0
5681, 5680, 13, 1, 1, 0
617, 618, 18, 0, 1, 1
618, 617, 18, 0, 1, 1
57, 3229, 44, 1, 1, 0
3229, 57, 44, 1, 1, 0
5797, 5798, 4, 1, 1, 0
5798, 5797, 4, 1, 1, 0
3340, 3341, 11, 1, 1, 1
3341, 3340, 11, 1, 1, 1
6301, 6302, 12, 0, 1, 0
6302, 6301, 12, 0, 1, 0
2347, 2348, 19, 1, 1, 0
2348, 2347, 19, 1, 1, 0
2752, 2753, 14, 1, 1, 0
2753, 2752, 14, 1, 1, 0
5088, 5089, 12, 1, 1, 0
5089, 5088, 12, 1, 1, 0
4967, 4968, 11, 1, 1, 0
4968, 4967, 11, 1, 1, 0
5470, 5471, 18, 1, 1, 0
5471, 5470, 18, 1, 1, 0
3769, 3770, 2, 0, 1, 1
3770, 3769, 2, 0, 1, 1
6706, 6707, 5, 1, 1, 1
6707, 6706, 5, 1, 1, 1
3372, 3373, 13, 0, 1, 1
3373, 3372, 13, 0, 1, 1
7333, 7334, 12, 1, 1, 0
7334, 7333, 12, 1, 1, 0
9600, 9601, 11, 0, 1, 0
9601, 9600, 11, 0, 1, 0
5046, 5047, 3, 1, 1, 0
5047, 5046, 3, 1, 1, 0
2639, 2640, 10, 0, 1, 1
2640, 2639, 10, 0, 1, 1
6188, 6189, 15, 0, 1, 0
6189, 6188, 15, 0, 1, 0
6763, 6764, 6, 1, 1, 0
6764, 6763, 6, 1, 1, 0
8649, 8650, 19, 0, 1, 1
8650, 8649, 19, 0, 1, 1
4701, 4702, 12, 1, 1, 1
4702, 4701, 12, 1, 1, 1
3236, 3237, 6, 1, 1, 1
3237, 3236, 6, 1, 1, 1
5242, 5243, 6, 1, 1, 0
5243, 5242, 6, 1, 1, 0
5726, 4451, 11, 1, 1, 1
4451, 5726, 11, 1, 1, 1
5862, 5863, 4, 1, 1, 1
5863, 5862, 4, 1, 1, 1
4528, 4529, 20, 0, 1, 1
4529, 4528, 20, 0, 1, 1
5234, 5235, 1, 1, 1, 1
5235, 5234, 1, 1, 1, 1
3888, 3889, 13, 0, 1, 0
3889, 3888, 13, 0, 1, 0
9027, 9028, 9, 1, 1, 0
9028, 9027, 9, 1, 1, 0
8867, 8868, 11, 1, 1, 1
8868, 8867, 11, 1, 1, 1
7036, 7037, 11, 1, 1, 1
7037, 7036, 11, 1, 1, 1
2753, 2754, 13, 0, 1, 1
2754, 2753, 13, 0, 1, 1
8428, 8429, 11, 0, 1, 1
8429, 8428, 11, 0, 1, 1
7601, 7602, 15, 0, 1, 1
7602, 7601, 15, 0, 1, 1
3295, 9, 16, 1, 1, 1
9, 3295, 16, 1, 1, 1
3502, 3503, 3, 0, 1, 1
3503, 3502, 3, 0, 1, 1
18, 19, 12, 0, 1, 1
19, 18, 12, 0, 1, 1
3363, 3364, 18, 1, 1, 0
3364, 3363, 18, 1, 1, 0
8424, 8425, 4, 1, 1, 0
8425, 8424, 4, 1, 1, 0
927, 928, 12, 1, 1, 0
928, 927, 12, 1, 1, 0
5854, 5855, 9, 0, 1, 1
5855, 5854, 9, 0, 1, 1
1401, 1402, 19, 1, 1, 0
1402, 1401, 19, 1, 1, 0
3500, 3501, 2, 1, 1, 0
3501, 3500, 2, 1, 1, 0
1094, 1095, 4, 0, 1, 0
1095, 1094, 4, 0, 1, 0
6853, 6854, 1, 1, 1, 0
6854, 6853, 1, 1, 1, 0
7644, 7645, 15, 1, 1, 1
7645, 7644, 15, 1, 1, 1
5105, 5106, 12, 1, 1, 0
5106, 5105, 12, 1, 1, 0
381, 382, 11, 0, 1, 0
382, 381, 11, 0, 1, 0
5589, 3546, 27, 1, 1, 0
3546, 5589, 27, 1, 1, 0
7883, 7884, 11, 0, 1, 1
7884, 7883, 11, 0, 1, 1
9363, 9364, 2, 1, 1, 0
9364, 9363, 2, 1, 1, 0
7411, 7412, 12, 1, 1, 1
7412, 7411, 12, 1, 1, 1
895, 896, 6, 1, 1, 0
896, 895, 6, 1, 1, 0
9520, 9521, 15, 1, 1, 1
9521, 9520, 15, 1, 1, 1
312, 313, 20, 0, 1, 0
313, 312, 20, 0, 1, 0
6658, 6659, 9, 1, 1, 1
6659, 6658, 9, 1, 1, 1
9079, 9080, 13, 0, 1, 0
9080, 9079, 13, 0, 1, 0
9130, 9131, 7, 0, 1, 1
9131, 9130, 7, 0, 1, 1
4408, 4409, 9, 1, 1, 1
4409, 4408, 9, 1, 1, 1
3625, 3626, 7, 1, 1, 0
3626, 3625, 7, 1, 1, 0
1568, 1569, 14, 0, 1, 0
