Source_NodeID,Destination_NodeID,Weight,B1
76990,38784,51,0
65078,91115,75,0
74207,43818,71,1
40465,61305,18,1
90612,19145,62,0
96950,99130,45,0
70699,71687,39,1
83087,89335,9,1
51401,95091,88,1
37892,42570,99,0
25488,43086,12,1
11571,73689,96,0
27355,14134,6,0
85325,36456,89,1
45313,15114,8,0
67068,38085,75,0
48346,27522,67,0
12180,48198,64,1
30440,75677,68,1
34633,64616,61,1
71990,19595,74,0
26113,10388,36,1
16737,93146,27,0
51859,62158,21,0
45851,77413,91,0
79353,41121,25,0
51642,42760,93,0
69708,40656,50,1
81452,8630,52,0
29934,48712,26,1
81916,33801,81,1
18196,37088,71,1
10797,30735,56,1
71615,48196,17,0
21298,87298,54,1
94362,72520,79,0
1025,92009,94,1
49190,4443,20,0
55974,19486,95,0
23955,30934,10,1
68335,35493,71,0
95082,99827,40,1
22677,93801,64,1
71938,93673,55,1
5122,76623,40,1
94226,19861,5,0
95223,21949,59,0
86020,15580,53,0
72920,86029,13,1
96853,73494,43,0
70168,80449,44,0
24112,58221,11,0
28388,39501,15,1
39676,11703,56,0
6798,48310,12,0
67100,43152,14,0
87956,84901,83,0
74849,81750,66,0
296,10965,3,0
38696,89937,20,0
90501,18860,4,0
5295,39431,56,0
37973,86243,69,0
50445,34625,63,1
74866,78005,24,1
43409,26435,56,0
81601,34863,19,1
89176,28111,11,1
6012,13481,100,1
39952,16743,99,1
95673,30317,92,1
67630,57101,45,1
64437,53562,100,0
98667,21557,69,1
99728,27250,52,1
66174,97036,22,1
33033,77850,99,0
31129,57806,19,1
77548,12956,2,0
45465,90721,62,1
58874,63852,11,0
41851,32433,26,1
1361,26192,34,0
37315,46125,98,1
92861,22685,95,0
79895,23468,18,1
50163,34071,22,1
55135,4473,19,0
88102,89392,36,1
11154,64541,1,1
12407,81187,56,0
12880,45934,53,1
15983,10913,66,0
68354,77620,68,0
1750,89902,14,1
67735,61743,20,0
36725,58820,30,1
58800,80815,70,1
45698,88026,97,1
87104,70677,58,1
35300,26903,95,1
20858,16963,90,0
15994,3895,7,1
70493,5431,85,1
42191,55568,20,0
36770,35333,52,0
42155,80372,4,1
51368,18074,6,1
33648,98472,60,1
71944,44576,100,0
77873,226,42,0
51313,31269,84,0
55521,19538,17,1
77882,42146,80,1
12165,43497,34,1
38823,78541,40,1
40003,7168,93,0
28719,67052,66,1
73902,32332,43,0
62901,72670,29,0
77354,27220,4,0
10590,26331,96,0
9363,79360,26,0
92100,84359,9,0
94208,99041,81,1
20459,8244,76,0
47401,75550,43,0
37242,5756,15,1
27575,38980,35,1
34507,51242,76,0
8272,60686,42,1
52305,81061,44,1
66983,31294,69,0
96210,4957,11,0
56586,31972,64,0
51999,51075,63,1
14512,55788,28,0
12224,63370,25,0
51018,67377,61,1
43723,8804,51,0
99425,92770,76,0
13930,97308,84,0
81408,70848,93,1
57920,88098,6,1
1077,42976,84,0
82212,72495,47,0
8528,93195,19,1
97021,56220,82,0
73200,12610,86,0
38655,34709,36,1
43785,19580,75,0
38980,99210,97,0
31734,87850,12,1
74097,8583,56,1
59026,92704,85,0
81924,94034,94,0
59868,54122,10,1
77436,29926,10,0
69219,4240,44,1
6620,2586,58,0
14157,79231,34,0
98302,44512,86,0
54011,82553,32,0
46600,51647,60,1
9908,48329,65,1
34158,30648,1,0
76667,91839,3,1
83589,94998,13,1
19930,79218,34,1
70895,70951,55,1
38231,40717,53,0
22024,21827,87,0
86201,69886,37,0
5117,69858,4,0
63989,1826,68,1
34876,84292,54,1
34299,82867,53,0
98855,17767,77,1
74384,32516,38,1
60437,70496,49,0
50386,38145,99,1
89085,51110,14,0
22096,22195,96,0
55648,57457,97,1
48837,36444,53,1
39321,23508,44,1
4546,86656,57,0
15256,23542,61,0
20968,90755,37,1
87702,8564,25,1
58660,77830,72,0
20877,43718,100,1
44711,59574,47,1
78928,63157,12,0
49805,61154,18,1
62548,9649,42,1
92887,60219,57,1
44622,65417,90,1
46323,9974,68,1
36544,30056,4,0
52153,9169,15,1
94486,54294,24,0
89494,84405,54,1
47046,73806,45,1
96028,88680,34,1
49207,22476,12,0
72490,33224,35,1
25484,71630,83,0
57564,86824,75,1
41464,84,86,0
69081,4922,21,0
99883,23012,59,1
3520,31133,11,0
64128,45242,98,1
44576,15771,64,1
65138,74609,5,0
45985,9874,6,1
64406,4776,97,0
91806,27958,83,0
93157,26206,81,0
91719,99224,67,0
68439,2556,19,1
55006,41089,34,1
3322,27155,46,1
96000,74516,88,0
95321,20625,20,1
4382,3349,65,0
98823,3853,11,1
27397,7146,34,0
44309,59138,88,0
70788,36246,42,0
45166,80883,3,0
31375,12957,19,0
53970,58718,50,1
2651,73933,85,0
87201,26028,65,0
40763,76596,100,1
2283,25762,33,1
44124,88497,59,0
96172,33172,7,0
17166,97594,64,0
57341,80705,19,0
42889,99907,98,1
37146,29525,46,0
30083,97917,64,0
34453,35792,9,1
94977,61400,9,0
12312,26689,85,1
38004,54280,55,1
24839,51380,41,0
79813,18008,98,0
89568,52913,42,0
59923,30180,28,0
220,38600,71,1
77090,71716,26,1
75889,67700,29,1
21281,75912,65,1
51055,23339,54,0
85653,38524,37,0
41091,58081,69,0
7001,90905,23,1
57014,58683,52,0
28492,66613,49,1
28721,72805,12,1
56870,80091,48,0
24113,62824,3,0
12106,78173,18,0
11447,62838,76,1
35544,84684,61,0
34462,7576,87,1
63927,4065,21,0
59693,99973,100,0
94217,89099,95,0
23253,18488,9,0
8759,49871,16,0
60185,92349,79,1
63326,42291,17,0
54605,5387,11,0
87476,6006,8,0
42039,61761,1,1
49270,90461,12,0
65798,54018,10,0
97349,71521,74,0
17445,39617,64,1
46790,59546,35,0
77455,11329,28,0
63792,34429,83,0
30830,29760,25,1
88527,96382,1,1
34131,23475,86,1
80182,15261,5,0
26734,32061,12,1
31283,85884,56,0
8062,17252,21,1
93144,93036,87,0
58480,25869,55,1
18430,77835,73,0
38646,38744,98,0
73780,73198,3,0
56711,52849,28,0
80385,26661,45,1
41466,73876,58,0
69522,27337,34,1
25823,1597,80,0
92557,11735,50,1
70392,17659,50,1
20831,30736,32,0
94457,39748,64,0
61929,76181,77,1
54287,89809,38,0
72837,93444,63,0
93224,19836,85,0
21078,8143,47,0
63805,14659,11,1
38062,21202,56,1
82044,28559,20,1
74864,423,79,0
88772,13920,29,1
13678,32254,59,1
94841,43813,33,0
4867,6210,21,0
48891,1623,73,0
54705,75805,51,0
87660,35264,29,0
58224,26059,66,0
12918,83677,27,0
72830,76904,46,1
21251,11358,93,0
93113,17103,36,1
23233,71771,48,0
50761,82055,12,1
40731,20917,88,0
67667,3716,63,1
60329,7752,58,0
42000,42816,95,1
23649,64393,43,1
69311,42214,79,0
98111,28907,20,1
30908,33870,13,1
19699,82246,22,0
32625,5092,62,0
49602,44476,93,1
69022,67373,69,1
21286,18828,53,1
54052,84793,50,1
88719,32605,27,0
92861,72007,60,0
34681,84617,69,0
85474,91943,65,1
33210,66589,24,0
68080,11358,97,0
43245,41738,77,1
83689,86495,14,1
85251,1469,64,1
31476,23840,26,1
51252,23915,45,0
93206,15196,60,0
4870,32645,68,0
50798,48736,31,0
49284,85354,21,1
13729,42125,37,0
68188,52415,62,1
30195,27988,97,0
79412,57217,57,0
71011,5793,83,0
95188,65937,85,0
64209,6288,29,1
97762,23655,17,1
76507,28167,64,1
69716,61696,46,0
66202,55791,51,1
70476,98365,7,1
55014,88659,81,0
57892,50456,44,1
25730,62060,81,0
52494,49912,42,0
22402,7923,98,0
4448,62579,21,1
49975,98715,22,0
50026,36313,38,0
57383,78807,99,1
69052,11341,33,1
41704,29086,23,0
73310,59178,88,0
63012,87728,38,1
49058,70528,48,1
69261,41788,41,1
90452,29639,64,1
25568,2337,11,0
36559,28337,40,1
84422,29517,91,0
15760,66936,62,0
29097,13318,17,0
25894,83191,92,1
77273,15323,89,0
40010,888,87,0
56480,80243,54,0
53161,40375,4,1
75942,87626,16,1
22400,81507,88,0
46305,62518,66,0
83274,97945,49,1
85651,82313,77,1
4539,86072,17,0
19520,58744,9,1
1720,97788,90,1
44689,32196,83,0
12666,92472,44,1
86918,82824,31,0
19121,31566,3,1
76379,64142,80,0
48560,30546,37,1
22965,52254,80,0
26246,6158,63,1
17026,57959,97,1
2158,37471,16,1
2093,5872,39,1
3073,77419,61,0
17570,80357,7,0
630,67989,73,1
24845,16411,56,1
40809,676,21,0
23574,29036,30,0
76042,15800,64,1
78118,88479,67,1
16081,44926,64,0
87437,17634,3,1
4023,48725,22,1
758,3813,11,0
25100,27379,43,1
39489,14494,40,0
93474,31081,79,0
98966,53934,1,0
47324,48526,8,1
99864,30414,86,1
98265,53468,58,1
4586,92238,39,1
51786,67913,96,1
39171,36776,16,0
1199,95940,98,1
27712,35803,89,1
84767,12632,65,0
58293,49827,45,0
88796,7358,31,1
10826,17728,4,1
41546,72813,11,0
59094,43919,66,1
5451,30395,1,0
40412,78095,71,0
54305,48694,59,0
20812,32711,59,0
9639,82528,57,0
52029,45404,28,1
36173,52028,68,0
44230,95151,45,1
55276,20918,61,0
13955,12123,54,1
48096,61689,63,0
82821,25347,83,1
6395,92496,65,0
19465,40850,95,1
15169,11830,9,1
22979,36945,64,0
2472,71146,80,0
9380,98157,1,1
85407,54542,14,0
39792,16909,89,0
3609,77898,8,0
21032,69286,21,1
96362,36775,40,1
44123,99762,45,0
29137,62617,33,1
5494,97201,28,1
23948,29146,65,1
42775,92061,29,0
18797,44180,51,1
13135,80452,20,0
28461,6127,81,0
43437,38986,51,0
25634,36935,7,0
54931,79197,80,0
31258,60657,66,1
60922,56279,79,0
82997,44805,37,0
77221,51023,32,0
9874,72330,13,1
86673,28093,89,1
71038,381,87,0
13502,81659,36,1
99976,21395,32,1
63775,16167,21,0
78142,69824,27,1
11372,58754,91,0
66624,98889,100,1
61892,84327,23,0
42027,60599,9,1
24369,38973,94,0
1252,8018,64,0
418,21617,13,0
46434,79027,78,1
53617,72610,52,1
39942,4371,29,0
77691,58776,23,0
75714,62484,76,0
71893,91719,20,1
38433,65466,35,0
3279,75033,88,0
96883,86794,39,0
64253,24248,52,1
24984,11901,66,0
1814,63935,77,0
63132,40015,43,0
5512,4592,56,1
66631,83710,35,0
660,74971,13,0
18961,30625,35,1
57292,55779,28,1
93497,17664,57,1
41882,44257,99,1
44705,25381,23,0
64826,96513,94,0
84835,67135,27,1
73440,41884,89,1
20555,32877,56,1
28645,48972,85,1
45307,26747,11,0
78384,25347,14,0
25383,9374,78,1
42003,86047,80,1
99280,3279,25,0
28816,77404,64,1
71420,72696,3,1
2702,50610,96,0
27728,65387,48,0
34657,10521,82,1
1600,86246,94,1
59803,75775,42,0
65834,82340,79,1
8050,92447,75,0
34901,41771,35,0
72740,3588,87,0
44230,19819,13,0
73919,1787,93,0
75475,78073,77,1
12519,15151,23,1
35495,26310,84,0
73149,76197,52,0
7348,29278,48,1
63255,44793,55,1
92465,59210,78,0
16280,51202,1,0
78336,5333,81,1
75358,502,97,1
8554,73607,87,1
75631,77691,71,1
39964,77111,27,1
54504,68215,16,1
50367,9363,50,1
33058,58245,66,1
98212,12304,27,0
53271,4529,89,1
39405,2759,22,0
25029,37241,31,1
33233,54044,52,1
21548,63770,43,1
71702,20979,94,1
21850,28248,56,0
44541,52070,27,1
31245,60323,91,1
56952,26183,55,1
1973,77010,46,1
9410,44265,23,1
46448,57712,45,1
31239,19195,9,0
77161,99210,74,0
15660,23895,61,1
55713,22532,27,0
19859,15885,44,1
2718,32899,89,0
71154,75133,84,0
52410,62104,78,1
92295,54311,37,0
57486,84497,87,0
55104,32953,47,1
6870,71878,72,0
86906,48520,46,0
43055,84546,36,0
39919,2497,13,1
9067,1708,13,1
22380,62308,54,0
18825,63160,12,0
48656,79210,77,0
1445,17293,58,1
90133,22764,87,1
30129,47946,94,1
82195,69285,49,0
8763,32879,22,1
97477,77819,24,0
3627,8274,100,0
97647,86818,61,1
27474,19302,81,0
19788,35979,62,0
35723,79212,99,0
21773,60722,2,0
98214,52318,64,1
83156,92110,47,0
67571,3271,64,0
76889,95230,58,1
14228,53332,40,0
41591,98633,76,0
99136,39042,34,0
41565,12360,29,0
86475,46746,86,1
52240,24809,11,1
51067,93914,68,1
22663,65851,19,0
93778,46670,89,0
36163,47846,57,1
79135,5660,76,0
57995,43268,66,0
62981,42199,35,0
82171,41597,48,1
36733,63139,60,1
25797,73762,94,0
76497,5596,34,0
53944,94018,6,0
33895,12592,82,0
21199,83645,21,0
94220,62635,9,0
89200,38193,91,1
41165,48030,52,1
47426,95821,6,0
92188,38224,65,0
83155,37391,86,1
11715,21725,62,1
50258,16183,92,1
98075,90558,34,1
11005,52555,26,0
84982,69398,70,1
58459,70578,82,1
13357,91860,46,0
21302,17612,95,0
85264,23135,59,0
35234,25343,10,1
84561,97532,93,1
71737,4284,81,1
98089,14280,32,0
64271,49263,29,0
77808,72656,46,1
69462,34985,46,0
35643,24496,47,0
34013,77166,63,1
4434,86908,75,0
67275,82573,58,1
22221,30745,99,1
57242,94282,43,0
42364,47490,12,1
51323,50161,34,1
48943,49339,17,0
84538,66276,96,1
21909,83790,91,0
92789,77823,1,0
90489,99433,51,1
9546,40071,69,1
34996,10699,13,1
31294,49357,97,1
54384,43749,88,1
14716,28217,13,0
40579,58181,53,0
23424,3517,7,0
38865,80383,91,1
23413,71998,83,0
29721,65899,54,0
96911,9420,66,0
50905,13374,90,1
79720,23790,91,0
43849,58317,18,0
45002,22336,14,1
71001,53217,75,0
95221,18653,48,0
47931,2318,21,0
82526,13177,32,0
97446,20253,48,0
64159,82372,67,0
82451,75649,86,0
20849,36306,6,1
54847,67986,59,0
33427,36613,82,0
60652,75864,10,0
1391,81458,68,0
5583,49154,87,1
80493,93462,46,0
6232,48234,10,0
44665,49268,68,1
79032,78674,23,1
3479,29377,35,0
21664,37362,21,0
64531,52531,67,0
11532,65251,19,0
86780,45098,90,0
79245,4727,20,1
70949,29631,73,1
35406,13653,19,0
41228,68086,69,0
12472,51997,52,0
3487,87675,80,0
58208,9115,12,0
61113,94500,7,0
2510,86989,75,0
87608,61871,59,1
3992,11286,93,0
50222,82202,4,0
12939,5749,18,0
55894,69389,86,0
3265,81085,99,1
23312,71351,64,0
20735,39928,17,0
77767,53197,50,1
38285,94397,15,1
6836,9595,56,0
33318,40542,85,0
48864,81133,77,1
51496,91060,22,0
20885,73595,87,0
33817,72976,4,1
81656,63994,82,1
73838,65080,87,0
7425,22518,8,1
95920,58071,86,1
24055,32401,85,1
31349,88783,81,0
18690,43042,27,1
76415,96108,11,1
35584,66963,23,0
41013,4630,61,0
93766,44413,80,1
1309,13845,43,0
2685,95062,61,1
96211,38149,10,0
70589,99692,24,1
39534,88000,26,1
97220,27649,88,1
352,34809,34,1
99909,14210,68,1
63677,98812,31,0
12971,82811,31,0
77754,94296,13,0
60733,84983,28,1
34881,52961,57,1
52861,88086,2,1
16875,18125,40,1
79925,13995,18,1
49142,64755,87,1
72595,98411,100,0
89097,37672,58,1
11916,44724,12,1
9329,41094,99,0
23068,50024,66,0
34485,30264,66,1
73712,32822,41,1
275,87718,92,0
86529,70010,85,1
42978,88210,1,1
89748,60800,35,1
15436,76702,4,0
21763,29739,71,0
74767,3428,1,1
67170,77557,71,0
25401,89757,51,1
26881,36511,3,1
72403,59305,14,1
68991,73755,86,0
41714,71076,70,0
14195,51141,94,0
26811,94006,72,0
82113,88029,54,1
95601,63573,3,0
2017,75964,78,0
76486,13037,91,1
34668,55928,75,1
6693,8502,57,0
80652,7813,99,0
54864,1586,38,0
51790,32921,35,0
69159,10882,92,1
43631,78690,92,1
95930,94497,65,0
25729,20348,97,1
63842,96352,26,1
44511,4868,28,1
42167,34820,84,0
81328,44737,20,0
59717,96136,31,1
32185,24746,64,1
46936,18413,54,0
94933,23596,55,1
88425,14337,76,1
73232,43496,38,1
10502,6637,96,1
82718,50548,47,0
26097,984,58,0
52228,60540,27,0
89866,37564,1,0
29912,38053,11,1
96209,44783,50,0
79998,26248,1,0
63654,80818,89,1
24058,65095,50,1
64018,99445,41,0
7984,83765,26,1
27642,56047,18,0
56970,22353,32,1
40260,32992,11,0
9860,60354,14,0
56608,96287,23,1
42502,47065,6,1
46910,94869,38,1
43379,14563,56,0
58133,15654,62,0
41101,49418,54,0
13169,70632,83,0
43782,76238,95,1
59620,91311,27,0
46085,65932,24,1
39993,97726,43,1
30309,21267,13,0
55114,97636,24,1
75620,24234,65,0
46680,72077,50,1
7248,79059,37,0
73332,49319,62,0
21095,62915,49,0
19368,77522,14,0
80331,12051,28,1
53553,87836,92,1
32270,83445,70,0
24478,57135,75,0
85934,75805,33,0
22420,59511,21,1
65077,66267,23,0
59872,42327,72,0
9243,24358,1,1
38498,52232,45,1
3930,76204,50,0
23065,28559,96,1
2697,71685,23,0
86128,82339,1,1
27186,48048,5,1
54131,4698,29,1
26694,90409,84,1
31286,91070,18,1
25029,87655,48,0
33642,67351,23,0
15865,47023,28,1
47413,30795,100,0
89208,43060,9,0
43741,30324,96,1
97084,12522,42,0
76060,63860,2,1
45900,16471,67,1
44805,1253,93,1
43031,38153,28,1
13949,57916,27,0
7388,64431,96,0
7066,39950,29,0
5026,55833,1,0
45640,56106,70,1
11459,7833,39,0
81941,73228,12,0
13137,11392,20,1
66668,30391,8,1
75025,90524,30,1
99569,22397,91,0
33393,90553,100,0
39960,40365,90,0
17562,63525,1,1
79759,41869,12,0
66222,72118,21,1
12194,83352,67,0
14796,28369,94,1
57966,42810,48,1
46512,13276,49,0
87939,15139,45,1
19037,37573,37,0
40791,109,98,1
59639,72121,83,1
63701,99679,44,0
25674,97551,81,1
67276,29243,22,0
73258,64362,100,1
63103,52791,53,1
3086,63945,11,0
26461,37974,58,1
82064,99323,27,1
22042,29615,34,1
47861,17644,29,0
16829,62829,55,1
40620,9752,79,0
31782,93621,100,0
84259,21579,46,0
73428,20143,56,1
61600,53458,58,1
74086,48306,49,0
72889,77225,45,0
47344,75420,71,1
93903,24885,9,1
23290,32298,16,1
27672,77341,16,1
8009,87263,38,0
67507,60136,78,0
17361,16008,22,0
21139,82447,15,1
73531,6881,6,1
66899,13077,9,0
61755,36950,23,0
39364,9630,44,1
37635,78750,19,1
92832,23943,4,0
64493,91944,77,1
77827,37024,37,1
40307,39347,61,1
69051,14530,27,0
88701,59190,14,1
97105,11315,34,0
31713,11112,98,0
2397,10920,14,0
93672,94987,80,1
87113,36836,79,1
42773,25383,8,0
94873,45804,11,1
78664,76735,58,0
43812,12905,54,0
56727,50219,71,0
30867,82579,61,1
23982,67424,63,1
45879,81334,89,0
77753,21672,97,1
24627,32330,72,1
81411,51378,25,1
64844,18654,29,1
28937,28197,87,1
96621,9934,59,1
65440,78421,56,1
75548,95672,28,1
38651,55737,59,1
25893,84189,71,0
99311,48924,24,1
90811,23303,48,0
21509,39937,88,1
78274,30257,56,1
30924,82678,67,1
83721,84819,89,0
90923,41996,66,0
52906,39508,37,1
12291,82650,39,0
58921,53324,45,1
92032,56077,53,1
41694,77449,89,0
10571,12691,97,1
40610,37326,54,1
48470,18115,1,1
14241,21944,3,0
34769,169,52,1
48540,52357,18,0
66623,82669,76,1
35760,82498,49,1
57711,29659,92,0
11574,71073,6,0
84694,6060,1,1
6734,61975,3,0
64567,48461,69,0
58345,37814,69,1
63698,62011,54,1
65068,51952,4,1
56588,57914,44,0
85921,2342,75,0
88015,79806,12,0
96636,45069,92,0
90702,86502,36,0
42932,46455,41,1
55550,44821,98,0
80098,23832,51,1
98916,81864,30,1
10564,90362,87,0
4013,73115,28,0
89825,51942,37,1
97422,14425,18,0
8679,10635,3,1
71587,54294,36,1
5247,26291,42,1
54074,46959,28,0
82545,51675,30,0
3318,28599,36,1
6859,13249,1,0
44863,6784,44,0
19560,64013,46,1
28069,54121,35,0
19111,90196,23,0
96965,24847,80,1
13718,10829,80,1
99147,32919,47,1
58967,12850,10,1
28618,45700,5,0
76995,91579,40,1
64844,54892,65,0
98320,34114,17,1
45186,40114,60,1
71321,21670,63,1
42429,14312,61,0
45566,14331,33,0
20023,62927,22,1
54878,69946,58,0
47322,70782,73,1
22753,91197,13,1
4682,90779,70,1
13,84676,23,1
22042,49268,53,1
9875,71410,61,0
68794,75451,46,0
66836,23602,36,0
46264,28445,99,1
33060,58704,99,0
54016,85688,45,0
1513,36409,20,0
47998,95085,23,1
21799,6143,20,1
20546,77781,27,0
59136,7714,63,1
68228,9068,25,0
632,57764,24,0
6927,88794,25,0
32619,69570,12,0
59710,85618,43,0
84557,85849,68,0
48827,58530,55,1
20729,33920,73,0
71459,17812,86,0
68592,62017,65,0
75839,19472,11,0
24056,13131,6,1
32770,13265,24,0
95519,48045,94,1
41861,10564,28,0
237,18406,8,1
88032,28171,80,0
7523,89536,80,1
49640,90904,75,0
21604,40446,68,0
61447,531,57,0
92555,65883,20,0
84357,45967,13,0
70157,394,94,0
63645,11748,59,0
29915,65009,63,1
83619,83088,73,0
18704,22349,66,0
56082,87852,47,0
28406,90254,11,0
87735,51398,11,1
34749,62027,90,0
51142,9907,63,0
96095,57645,50,0
61482,69968,12,0
75413,57542,49,1
54964,15327,49,0
45547,81756,91,0
84232,2852,100,0
92718,8629,61,1
29082,43097,46,0
99696,60160,18,1
26820,51851,56,0
43891,21972,68,0
2180,95188,21,1
82732,48658,36,0
55108,43494,53,1
1776,25948,16,0
5786,18904,95,0
7904,66048,71,0
64057,41604,62,0
97585,56430,3,0
25604,76352,70,1
40841,99273,54,0
82601,91646,90,0
63102,82228,8,1
17283,10790,46,1
14664,61894,22,1
6263,47432,75,0
51520,6985,82,0
60566,86487,76,1
1243,74799,28,1
9518,27499,69,1
14619,33351,13,0
61796,67978,100,1
84604,59915,80,1
60060,14665,4,1
92737,44975,65,0
3374,67970,46,1
80772,93243,25,0
46308,44142,64,1
70387,8260,3,0
41636,94172,70,0
55609,90355,65,1
65850,84697,68,1
34697,80379,60,1
10664,42335,76,1
43883,52073,18,1
99542,33786,32,0
67178,70013,5,0
41764,82206,93,1
8740,2503,76,1
38087,4092,92,1
39513,47183,95,0
15452,86183,30,0
88827,54265,17,0
73137,40522,88,0
92131,78928,3,1
45290,34401,44,0
61335,97181,75,1
91495,50601,94,1
14747,30780,21,0
42977,44825,49,1
19260,79907,40,0
74204,69286,53,1
19094,70543,89,0
98202,66350,8,1
29972,55990,60,0
67526,59801,85,1
99080,25197,6,1
2585,43399,3,0
38918,75943,26,1
35131,93353,35,0
14699,54655,57,1
5986,34669,23,0
55850,96467,85,1
67529,52175,22,1
32574,68661,6,1
10613,97981,61,1
67793,1788,73,1
19094,11117,61,1
17119,55666,96,1
49061,76648,60,0
4099,30863,53,0
37819,1279,24,0
3315,6964,91,1
9989,80458,27,1
65895,54861,10,1
80520,92361,6,1
14446,34360,81,0
20064,28154,52,0
58213,64394,78,0
4014,70092,66,0
41900,50370,52,1
45439,82548,84,0
61035,51991,37,0
66095,44981,16,1
43946,28122,16,1
57285,2790,53,0
81503,38762,80,0
48880,95002,57,0
77220,15807,24,1
37235,88586,53,0
70664,98783,63,0
36266,84873,44,1
3453,25148,16,0
47845,82822,97,0
62869,40406,6,1
49420,58904,9,0
16770,23546,23,1
38744,2084,52,1
44678,95837,70,0
63594,68462,4,0
2452,64181,48,1
43106,45786,46,0
25198,5715,99,1
54536,29823,80,0
25365,41382,33,0
37706,80295,40,1
85032,85192,5,0
67041,92937,95,1
96251,15659,13,0
89181,59630,3,1
47657,24741,28,0
30089,14549,31,1
55714,25892,84,0
38625,32438,4,0
32416,52454,47,0
44501,97126,12,0
75045,86364,43,0
8860,62733,60,1
1899,29378,4,1
33694,38147,72,1
97439,23240,37,1
9696,95688,45,0
42513,37336,69,1
94871,46524,5,1
65581,82005,53,0
92605,76840,23,0
43401,18830,76,1
35002,81714,46,1
43830,11770,78,1
21154,89504,43,1
99324,10678,12,0
29687,59217,26,1
31146,12912,63,0
57320,73508,54,0
53574,90545,12,0
10981,39617,62,1
79687,78376,70,0
39226,96640,42,1
51556,99242,35,1
38111,93075,18,0
4607,89614,66,1
78628,56190,55,1
87847,64188,80,0
26149,39961,100,1
56065,35586,94,0
79530,18915,71,0
22916,17531,72,1
48255,59930,4,1
16950,28606,43,1
57662,99640,1,0
33274,61242,19,0
83043,42528,36,0
16824,3219,100,0
19463,70532,86,0
14747,26953,78,0
46659,58527,20,0
88787,90102,70,0
94798,76862,17,1
61807,71205,70,0
30645,68200,94,0
44582,89734,45,1
81543,93025,29,1
19597,28897,76,0
6019,7745,63,1
14134,44155,100,1
6764,47599,39,1
8985,59832,37,1
42294,59730,93,1
90303,29455,65,1
66500,15943,96,0
47095,13581,59,1
82985,52274,30,1
48852,82836,10,1
69614,43233,81,0
6210,65217,33,1
63547,89949,67,1
84594,95041,33,0
88619,74805,27,1
33050,28083,15,0
18012,64645,20,0
47023,64429,78,0
98763,91016,33,0
37274,53661,19,1
9382,75677,55,0
44529,51856,28,1
93727,65675,60,1
24293,50764,4,1
10546,2168,38,1
39832,34732,8,1
24048,88511,40,0
85277,10696,79,0
61025,43203,73,1
93170,33850,98,0
93274,88998,58,0
42983,10585,27,1
62402,18341,26,0
56422,58693,82,0
97674,63390,29,0
77845,62666,62,0
67565,9988,14,0
36865,29490,61,0
73269,63639,6,0
73610,57072,65,1
740,51027,82,1
52646,23742,24,1
37180,21367,16,1
31381,2806,76,1
25811,71201,73,1
70606,94670,73,1
32701,29387,66,0
33652,52457,59,1
45421,44242,56,0
2916,63008,78,1
53845,75281,52,1
73652,6875,52,0
92170,39569,61,1
15026,99386,34,1
12915,98671,55,1
61064,18440,52,1
46025,63169,29,1
8853,62866,57,1
92154,36413,75,0
87244,26430,77,0
58021,39764,54,1
93478,51736,13,0
38454,74817,97,0
84259,58630,98,1
51418,61157,7,1
33025,64669,61,0
25664,90004,74,0
85081,93910,69,1
48124,49335,77,0
53025,52295,4,1
18766,72218,33,0
25779,15703,16,1
97,32270,72,1
76186,25032,65,1
31450,29843,13,0
22110,22477,9,0
53357,76729,30,0
99410,30067,61,1
46878,72353,81,1
87925,5523,69,1
8857,38713,81,1
33458,19238,97,1
10587,21481,62,1
89400,37503,70,0
24272,20034,82,0
62786,58473,36,1
96621,54001,94,0
90706,54446,80,0
49847,8945,38,1
56174,65162,34,0
21063,61243,1,1
24751,65663,79,1
74734,36069,38,1
76660,30604,36,1
40662,72588,99,0
8195,45436,98,0
18211,79913,16,1
13528,63723,5,1
43502,67989,2,1
51571,37807,83,0
1445,37194,87,0
70206,33044,76,1
64633,19230,5,0
54398,89605,57,0
68068,20835,72,0
28100,70955,34,0
15225,77109,86,0
93166,30700,35,0
24178,94095,50,0
92523,31336,98,0
17818,6139,4,1
89194,39780,87,0
67137,95619,62,1
71977,29686,36,1
42920,96336,10,1
2476,42743,32,0
50739,10327,36,0
32201,73350,97,0
95169,8501,16,0
95038,10376,93,1
52885,18867,45,1
68530,19059,10,1
2061,86015,34,0
57276,7707,4,1
71586,35081,50,1
17527,70900,43,1
95091,64893,90,1
51081,45814,39,0
72999,42114,79,1
64235,80608,56,0
67600,34351,68,0
76015,90786,59,0
501,57239,6,1
74049,13059,60,1
76061,61862,48,1
63311,6465,66,1
51623,87784,66,0
47750,12154,69,0
72172,80306,35,1
36602,99681,91,1
60368,81856,97,1
38627,17738,96,0
48014,69435,51,0
26172,69142,40,0
6143,20359,77,0
54134,16486,67,0
44803,21476,20,0
99301,12219,52,0
77988,35771,28,1
26610,58217,65,1
21823,48773,11,0
29923,52801,11,1
14266,94328,7,0
55074,60030,90,1
6797,69250,87,1
51521,61146,17,1
31975,677,96,0
12194,29194,34,1
60953,5059,48,0
14501,51038,96,0
55311,80124,5,0
18878,91851,17,0
52115,57100,45,1
5760,10122,85,0
31890,39378,42,1
54711,44718,31,1
